# Performance for He using plain cpp, opt=3, dt=0.1, alpha = 1.6785, beta = 0.1
0.06	5000
0.14	10000
0.21	15000
0.27	20000
0.35	25000
0.41	30000
0.49	35000
0.55	40000
0.62	45000
0.69	50000
0.78	55000
0.83	60000
0.9	65000
0.98	70000
1.04	75000
1.11	80000
1.18	85000
1.25	90000
1.32	95000
1.39	100000
1.46	105000
1.53	110000
1.59	115000
1.67	120000
1.76	125000
1.8	130000
1.87	135000
1.95	140000
2.01	145000
2.08	150000
2.16	155000
2.22	160000
2.28	165000
2.38	170000
2.53	175000
2.51	180000
2.56	185000
2.64	190000
2.71	195000
2.77	200000
2.85	205000
2.91	210000
2.97	215000
3.07	220000
3.12	225000
3.19	230000
3.27	235000
3.32	240000
3.41	245000
3.47	250000
3.53	255000

