0.01    20.19048030567      4.0e-4     99.90
0.02    20.19059799459      2.8e-4     99.75    
0.03    20.19045049792      2.4e-4     99.55
0.04    20.19069748408      2.0e-4     99.34
0.05    20.19066469178      1.8e-4     99.10    
0.06    20.19064491561      1.7e-4     98.85
0.07    20.19078449010      1.6e-4     98.58    
%0.08    20.19052755490      1.5e-4     98.30

