J  g_square_open_3pert_0hf_0p3-0f7_2part_100it    -3.75   -8.75   -0.75   -15.75   0   0
J  g_square_open_3pert_0hf_0p3-0f7_2part_100it_2    -3.75   -0.7809   -15.6657   -24.7189   0   0
