g_square_open_3pert_0hf_0p3-0f7_2part_100it    -292.2587   1.3272   1.3383   1.4904   292.259   292.259
g_square_open_3pert_0hf_0p3-0f7_2part_100it_2    -292.2587   1.3383   1.4961   2.3561   292.259   292.259
