Gaute,
flere ting:
jeg må innrømme at når jeg bruker de rutinene jeg sendte deg,
dvs for mine problemer, kommer ting og tang rimelig bra ut.
Jeg hra lagt ved 4 eksempler for J=0 og T=1 nukleon-nukleon
G-matrise, diagonalelementer, med 30 punkter, før og etter interpolasjon,
og 100 pkter. som du vil se av filene når du plotter, er det et veldig
bra samsvar. potensialet utviser til og med en dip, slik at det tester
interpolasjonen skikkelig. Har egentlig aldri opplevd noen stor
diskrepans. Men jeg skal se mere på problemet ditt.

Jeg er i USA just nu og har noen flere spørsmål til deg.
skal holde et foredrag torsdag og tenkte å nevne noe om
kompleks scaling. tenkte derfor å spørre deg om følgende
1) har du noen figurer med 
   a) sammenlikning av spredningstilfelle for løsning av Lippmann-schwinger
      for vanlig fredholm-metode (ikke kowalski), analytisk kontinuering,
      og complex scaling? Gjerne med både Ginocchio, 5He og enkelt Yukawa
      pot.
   b) figur med egenverdier, bundne og resonanser for ulike vinkler theta
      og med pot av typen yukawa? Har du noe analyse av resultatene som
      funksjon av theta?
   c) dersom du har skrevet opp noe, order å sende det også? så kan jeg gjerne
      iterere litt videre.

2) orker du også sende siste versjon av to-legeme complex-scaling koden
din? send gjerne hele pakken, tenkte nemlig å teste den ut på NN pot.
har koda deler av potensialet til machleidt.
 0.8481110738849199 -3.022476344713519E-06
 0.8910801684849956 -2.792077782074680E-06
 0.9364592220759337 -2.557237218412791E-06
 0.9844660060733729 -2.318919260368061E-06
 1.035344059287744 -2.078310939885249E-06
 1.089366319949958 -1.836824941792065E-06
 1.146839376468378 -1.596084849221025E-06
 1.208108459712570 -1.357890189506497E-06
 1.273563327750739 -1.124171432439896E-06
 1.343645229450910 -8.969774387148603E-07
 1.418855178360092 -6.786088940800312E-07
 1.499763825687753 -4.721438211071345E-07
 1.587023294908630 -2.827914272504531E-07
 1.681381435688439 -1.206120865188633E-07
 1.783699078630918 -4.565073265548273E-09
 1.894971034494086 3.487736894931921E-08
 2.016351795515244 -3.610288175236573E-08
 2.149187181150811 -2.202133891819782E-07
 2.295053552427722 -4.325515377721516E-07
 2.455806736031593 -5.034345695159420E-07
 2.633643505665785 -3.465524406885219E-07
 2.831179443400950 -1.167792458945121E-07
 3.051548364620327 -1.340807142493396E-08
 3.298530411439594 -9.231062132253926E-09
 3.576718665831689 -3.820439724867107E-09
 3.891738112286189 -1.721729046625645E-10
 4.250536627303375 -5.933465484822909E-13
 4.661776402388335 -6.774134601635620E-17
 5.136367461422234 -3.752402958140782E-23
 5.688205432641769 -3.522416810392036E-33
 6.335208086917735 3.162231245698318E-38
 7.100797355214709 5.342049545959445E-38
 8.016059856293785 9.244999797776076E-38
 9.122965632046185 1.645342550382490E-37
 10.47928167647297 3.025336266853952E-37
 12.16628241874056 5.780010319058212E-37
 14.30123640906145 1.155545034724684E-36
 17.05837559117491 2.439042673329800E-36
 20.70563318894767 5.498137238082763E-36
 25.67231359019019 1.343901073800173E-35
 32.68147253469035 3.636205932815840E-35
 43.02873972203893 1.121335354311599E-34
 59.22681352671359 4.115209033233191E-34
 86.68708182519406 1.923731713542211E-33
 138.8973580168027 1.286866549215448E-32
 257.7533090810672 1.543319926421289E-31
 633.2448087095214 5.666091959395335E-30
 3336.376627479297 4.384849562110143E-27

100 pkter etter interpolasjon
 1.288229519514239E-03 -7.325216305747665E-06
 6.786222121818675E-03 -7.324572541898916E-06
 1.667189370093691E-02 -7.321212750180967E-06
 3.093778333150432E-02 -7.311402043434187E-06
 4.957022140653677E-02 -7.289889875623700E-06
 7.255106682274359E-02 -7.250200154742679E-06
 9.985788680886731E-02 -7.185180151729698E-06
 0.1314640090633219 -7.087819034105408E-06
 0.1673385558488301 -6.952227670511165E-06
 0.2074464768352868 -6.774514137824840E-06
 0.2517485843868474 -6.553266369313870E-06
 0.3002015923061423 -6.289357696157277E-06
 0.3527581583459973 -5.985498279371166E-06
 0.4093669305786163 -5.645462857866597E-06
 0.4699725976317284 -5.273603563427973E-06
 0.5345159427674173 -4.874511732934840E-06
 0.6029339017627589 -4.453325845448110E-06
 0.6751596245418390 -4.015678062271055E-06
 0.7511225405021964 -3.568001157492398E-06
 0.8307484274737069 -3.117649674620715E-06
 0.9139594842435850 -2.672552894530677E-06
 1.000674406577271 -2.240885589245799E-06
 1.090808466661318 -1.830575184614793E-06
 1.184273595890907 -1.448391794608578E-06
 1.280978470921246 -1.098972421010958E-06
 1.380828602898891 -7.855594628877480E-07
 1.483726429785865 -5.108111535665158E-07
 1.589571411686418 -2.778074159841755E-07
 1.698260129083315 -9.704225303582835E-08
 1.809686383887696 1.264920528903365E-08
 1.923741303203785 2.764304598681608E-08
 2.040313445707076 -6.387542885003975E-08
 2.159288910532066 -2.365744601446196E-07
 2.280551448563141 -4.152621827508265E-07
 2.403982576019889 -5.023447015950919E-07
 2.529461690225858 -4.668181804261178E-07
 2.656866187447643 -3.200845396289814E-07
 2.786071582689165 -1.574622481953599E-07
 2.916951631324102 -5.857357685449790E-08
 3.049378452447619 -1.378220689217290E-08
 3.183222653826876 -1.101189875241842E-08
 3.318353458328234 -8.899815515995906E-09
 3.454638831697617 -6.845727021799046E-09
 3.591945611569188 -3.472128629890190E-09
 3.730139637576285 -1.097176545358380E-09
 3.869085882437487 -2.411861110565985E-10
 4.008648583889725 -7.966523045305041E-12
 4.148691377339535 -1.002404536533080E-11
 4.289077429102838 -1.463294371340970E-14
 4.429669570103056 -1.758718746383535E-12
 4.570330429896944 -1.370282313441606E-14
 4.710922570897162 -1.295049535849879E-15
 4.851308622660465 -1.145861910955946E-14
 4.991351416110275 -2.933564493928592E-18
 5.130914117562513 -3.300764718309867E-21
 5.269860362423715 -8.791417667812091E-19
 5.408054388430812 -1.641255802150178E-18
 5.545361168302383 -1.091489289547156E-24
 5.681646541671766 -1.580124709551334E-27
 5.816777346173124 -3.808506195748372E-25
 5.950621547552381 -8.731406919221702E-25
 6.083048368675898 -2.777086895907838E-34
 6.213928417310835 -4.875681210278781E-35
 6.343133812552357 -1.202564111637781E-37
 6.470538309774142 -3.064296904300004E-35
 6.596017423980111 -7.305015097637877E-35
 6.719448551436859 4.138988376550495E-38
 6.840711089467934 4.495788278353381E-38
 6.959686554292924 4.869066711673934E-38
 7.076258696796215 5.257419213186470E-38
 7.190313616112304 5.659352100034415E-38
 7.301739870916685 6.073288203120815E-38
 7.410428588313582 6.497573219944090E-38
 7.516273570214135 6.930482663434069E-38
 7.619171397101109 7.335603488154978E-38
 7.719021529078754 7.784021854603456E-38
 7.815726404109093 8.238649640914699E-38
 7.909191533338682 8.697254323744604E-38
 7.999325593422729 9.157572258728864E-38
 8.086040515756416 9.617319996458950E-38
 8.169251572526292 1.007420590216349E-37
 8.248877459497804 1.052594200944365E-37
 8.324840375458161 1.097025603494102E-37
 8.397066098237241 1.140490347791335E-37
 8.465484057232583 1.182767972639647E-37
 8.530027402368273 1.223643208997950E-37
 8.590633069421383 1.255741914612866E-37
 8.647241841654003 1.293320221302871E-37
 8.699798407693859 1.329018828057142E-37
 8.748251415613153 1.362624603398506E-37
 8.792553523164713 1.393937069849075E-37
 8.832661444151171 1.422769548560115E-37
 8.868535990936678 1.448950231255257E-37
 8.900142113191134 1.472323171980930E-37
 8.927448933177256 1.492749191840647E-37
 8.950429778593463 1.510106691011045E-37
 8.969062216668496 1.524292365050994E-37
 8.983328106299062 1.535221833334432E-37
 8.993213777878182 1.542830259976012E-37
 8.998711770480487 1.547074068971984E-37
