10000         0.33
15000         0.36
20000         0.47
25000         0.62
30000         0.72
35000         0.82
40000         0.95
45000         1.06
50000         1.19
55000         1.31
60000         1.43
65000         1.55
70000         1.67
75000         1.8
80000         1.9
85000         2.04
90000         2.21
95000         2.29
100000         2.42
105000         2.57

