0.210000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00
0.220000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00
0.230000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00
0.240000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00
0.250000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00
0.260000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00
0.270000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00
0.280000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00
0.290000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00
0.300000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00
0.310000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00
0.320000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00
0.330000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00
0.340000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00
0.350000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.643236D+08  0.643236D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.128647D+09
0.360000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.645680D+08  0.645680D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.129136D+09
0.370000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.648198D+08  0.648198D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.129640D+09
0.380000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.650716D+08  0.650716D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.130143D+09
0.390000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.653234D+08  0.653234D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.130647D+09
0.400000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.655825D+08  0.655825D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.131165D+09
0.410000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.658491D+08  0.658491D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.131698D+09
0.420000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.661083D+08  0.661083D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.132217D+09
0.430000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.663749D+08  0.663749D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.132750D+09
0.440000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.666415D+08  0.666415D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.133283D+09
0.450000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.669081D+08  0.669081D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.133816D+09
0.460000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.671821D+08  0.671821D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.134364D+09
0.470000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.674561D+08  0.674561D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.134912D+09
0.480000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.677375D+08  0.677375D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.135475D+09
0.490000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.680189D+08  0.680189D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.136038D+09
0.500000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.683003D+08  0.683003D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.136601D+09
0.510000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.685817D+08  0.685817D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.137163D+09
0.520000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.688706D+08  0.688706D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.137741D+09
0.530000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.691594D+08  0.691594D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.138319D+09
0.540000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.694482D+08  0.694482D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.138896D+09
0.550000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.697444D+08  0.697444D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.139489D+09
0.560000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.700332D+08  0.700332D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.140066D+09
0.570000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.703368D+08  0.703368D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.140674D+09
0.580000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.706331D+08  0.706331D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.141266D+09
0.590000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.709367D+08  0.709367D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.141873D+09
0.600000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.712403D+08  0.712403D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.142481D+09
0.610000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.715513D+08  0.715513D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.143103D+09
0.620000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.718550D+08  0.718550D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.143710D+09
0.630000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.721660D+08  0.721660D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.144332D+09
0.640000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.724844D+08  0.724844D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.144969D+09
0.650000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.727954D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.727954D+08
0.660000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.731139D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.731139D+08
0.670000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.734397D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.734397D+08
0.680000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.737581D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.737581D+08
0.690000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.740840D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.740840D+08
0.700000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.744098D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.744098D+08
0.710000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.747357D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.747357D+08
0.720000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.750393D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.750393D+08
0.730000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.753281D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.753281D+08
0.740000D+00  0.474788D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.756169D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.482350D+10
0.750000D+00  0.476602D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.759057D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.484192D+10
0.760000D+00  0.478462D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.762019D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.486082D+10
0.770000D+00  0.480368D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.765056D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.488019D+10
0.780000D+00  0.481065D+10  0.000000D+00  0.196000D+09  0.000000D+00  0.766166D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.508327D+10
