0.790000D+00  0.481158D+10  0.000000D+00  0.196038D+09  0.000000D+00  0.766315D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.508425D+10
0.800000D+00  0.481205D+10  0.000000D+00  0.196057D+09  0.000000D+00  0.766389D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.508475D+10
0.810000D+00  0.000000D+00  0.000000D+00  0.196076D+09  0.000000D+00  0.766463D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.272722D+09
0.820000D+00  0.000000D+00  0.000000D+00  0.196095D+09  0.000000D+00  0.766537D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.272749D+09
0.830000D+00  0.000000D+00  0.000000D+00  0.196076D+09  0.000000D+00  0.766463D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.272722D+09
0.840000D+00  0.481205D+10  0.000000D+00  0.196057D+09  0.000000D+00  0.766389D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.508475D+10
0.850000D+00  0.481112D+10  0.000000D+00  0.196019D+09  0.000000D+00  0.766241D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.508376D+10
0.860000D+00  0.480972D+10  0.000000D+00  0.195962D+09  0.000000D+00  0.766018D+08  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.000000D+00  0.508229D+10
0.870000D+00  0.480879D+10  0.000000D+00  0.195924D+09  0.000000D+00  0.765870D+08  0.000000D+00  0.280846D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.788976D+10
0.880000D+00  0.480786D+10  0.000000D+00  0.195886D+09  0.000000D+00  0.765722D+08  0.000000D+00  0.280792D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.788824D+10
0.890000D+00  0.480693D+10  0.000000D+00  0.195849D+09  0.000000D+00  0.765574D+08  0.000000D+00  0.280737D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.788671D+10
0.900000D+00  0.480693D+10  0.000000D+00  0.195849D+09  0.000000D+00  0.765574D+08  0.000000D+00  0.280737D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.788671D+10
0.910000D+00  0.480740D+10  0.000000D+00  0.195868D+09  0.000000D+00  0.765648D+08  0.000000D+00  0.280764D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.788748D+10
0.920000D+00  0.480972D+10  0.000000D+00  0.195962D+09  0.000000D+00  0.766018D+08  0.000000D+00  0.280900D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.789129D+10
0.930000D+00  0.481112D+10  0.000000D+00  0.196019D+09  0.000000D+00  0.766241D+08  0.000000D+00  0.280982D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.789358D+10
0.940000D+00  0.481205D+10  0.000000D+00  0.196057D+09  0.000000D+00  0.766389D+08  0.000000D+00  0.281036D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.789510D+10
0.950000D+00  0.000000D+00  0.000000D+00  0.196076D+09  0.000000D+00  0.766463D+08  0.000000D+00  0.281063D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.308335D+10
0.960000D+00  0.000000D+00  0.000000D+00  0.196076D+09  0.000000D+00  0.766463D+08  0.000000D+00  0.281063D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.308335D+10
0.970000D+00  0.481251D+10  0.000000D+00  0.196076D+09  0.000000D+00  0.766463D+08  0.000000D+00  0.281063D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.789587D+10
0.980000D+00  0.481205D+10  0.000000D+00  0.196057D+09  0.000000D+00  0.766389D+08  0.000000D+00  0.281036D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.789510D+10
0.990000D+00  0.481158D+10  0.000000D+00  0.196038D+09  0.000000D+00  0.766315D+08  0.000000D+00  0.281009D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.789434D+10
0.100000D+01  0.481205D+10  0.000000D+00  0.196057D+09  0.000000D+00  0.766389D+08  0.000000D+00  0.281036D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.789510D+10
0.101000D+01  0.000000D+00  0.000000D+00  0.196076D+09  0.000000D+00  0.766463D+08  0.000000D+00  0.281063D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.308335D+10
0.102000D+01  0.000000D+00  0.000000D+00  0.196095D+09  0.000000D+00  0.766537D+08  0.000000D+00  0.281090D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.308365D+10
0.103000D+01  0.000000D+00  0.000000D+00  0.196114D+09  0.000000D+00  0.766611D+08  0.000000D+00  0.281117D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.308395D+10
0.104000D+01  0.000000D+00  0.000000D+00  0.196152D+09  0.000000D+00  0.766759D+08  0.000000D+00  0.281172D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.308454D+10
0.105000D+01  0.000000D+00  0.000000D+00  0.196190D+09  0.000000D+00  0.766907D+08  0.000000D+00  0.281226D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.308514D+10
0.106000D+01  0.000000D+00  0.000000D+00  0.196209D+09  0.000000D+00  0.766981D+08  0.000000D+00  0.281253D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.308544D+10
0.107000D+01  0.000000D+00  0.000000D+00  0.196209D+09  0.000000D+00  0.766981D+08  0.000000D+00  0.281253D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.308544D+10
0.108000D+01  0.000000D+00  0.000000D+00  0.196209D+09  0.000000D+00  0.766981D+08  0.000000D+00  0.281253D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.308544D+10
0.109000D+01  0.000000D+00  0.000000D+00  0.196190D+09  0.000000D+00  0.766907D+08  0.000000D+00  0.281226D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.308514D+10
0.110000D+01  0.000000D+00  0.000000D+00  0.196152D+09  0.000000D+00  0.766759D+08  0.000000D+00  0.281172D+10  0.000000D+00  0.000000D+00  0.000000D+00  0.308454D+10
