# performance for He using plain cpp with Opt = -O2, dt = 0.1, beta = 0.1, 1 variation
0.56	40000
1.14	80000
1.7	120000
2.28	160000
2.86	200000
3.41	240000
3.97	280000
4.5	320000
5.1	360000
5.66	400000
6.24	440000
6.85	480000
7.36	520000
7.9	560000
8.47	600000
9.04	640000
9.62	680000
10.18	720000
10.77	760000
11.31	800000
11.88	840000
12.44	880000
13.01	920000
13.56	960000
14.13	1000000
14.68	1040000
15.28	1080000
15.8	1120000
16.4	1160000
16.94	1200000
17.51	1240000
18.1	1280000
18.64	1320000
19.2	1360000
20.73	1400000
20.33	1440000
20.88	1480000
21.47	1520000
22.03	1560000
22.61	1600000
23.31	1640000
23.75	1680000
24.35	1720000
24.89	1760000
25.44	1800000
26.01	1840000
26.65	1880000
27.14	1920000
27.68	1960000
28.24	2000000
28.83	2040000

