 5000 	 0.072
10000 	 0.142
15000 	 0.215
20000 	 0.285
25000 	 0.363
30000 	 0.428
35000 	 0.504
40000 	 0.573
45000 	 0.649
50000 	 0.714
55000 	 0.783
60000 	 0.853
65000 	 0.928
70000 	 1.000
75000 	 1.085
80000 	 1.145
85000 	 1.219
90000 	 1.281
95000 	 1.359
100000 	 1.437
105000 	 1.498
110000 	 1.566
115000 	 1.654
120000 	 1.715
125000 	 1.787
130000 	 1.851
135000 	 1.950
140000 	 1.994
145000 	 2.071
150000 	 2.151
155000 	 2.205
160000 	 2.303
165000 	 2.355
170000 	 2.422
175000 	 2.513
180000 	 2.562
185000 	 2.662
190000 	 2.701
195000 	 2.797
200000 	 2.848
205000 	 2.936
210000 	 3.004
215000 	 3.115
220000 	 3.126
225000 	 3.250
230000 	 3.278
235000 	 3.371
240000 	 3.420
245000 	 3.508
250000 	 3.583
255000 	 3.656
260000 	 3.743
