40000 	 0.555
80000 	 1.122
120000 	 1.667
160000 	 2.284
200000 	 2.795
240000 	 3.415
280000 	 3.906
320000 	 4.486
360000 	 5.039
400000 	 5.536
440000 	 6.100
480000 	 6.658
520000 	 7.205
560000 	 7.761
600000 	 8.324
640000 	 8.887
680000 	 9.432
720000 	 9.971
760000 	 10.518
800000 	 11.221
840000 	 11.781
880000 	 12.239
920000 	 12.793
960000 	 13.396
1000000 	 13.875
1040000 	 14.420
1080000 	 15.001
1120000 	 15.527
1160000 	 16.090
1200000 	 16.669
1240000 	 17.209
1280000 	 17.822
1320000 	 18.265
1360000 	 18.914
1400000 	 19.384
1440000 	 20.156
1480000 	 20.464
1520000 	 21.300
1560000 	 21.747
1600000 	 22.203
1640000 	 22.809
1680000 	 23.262
1720000 	 23.907
1760000 	 24.432
1800000 	 25.029
1840000 	 25.485
1880000 	 26.249
1920000 	 26.564
1960000 	 27.178
2000000 	 27.736
2040000 	 28.326
