# performance in Cpp for He, dt=0.1, beta = 0.1, alpha = 1.6785, 1 variation, optimi = - O1
0.61	40000
1.22	80000
1.85	120000
2.45	160000
3.03	200000
3.59	240000
4.25	280000
4.86	320000
5.44	360000
6.05	400000
6.66	440000
7.28	480000
7.87	520000
8.46	560000
9.08	600000
9.72	640000
10.17	680000
10.78	720000
11.29	760000
11.92	800000
12.49	840000
13.15	880000
13.62	920000
14.71	960000
15.13	1000000
15.73	1040000
16.38	1080000
16.95	1120000
17.55	1160000
18.26	1200000
18.77	1240000
19.46	1280000
19.98	1320000
20.57	1360000
21.65	1400000
21.36	1440000
21.89	1480000
22.54	1520000
23.07	1560000
23.69	1600000
24.48	1640000
25.17	1680000
25.56	1720000
26.21	1760000
26.8	1800000
27.48	1840000
27.84	1880000
28.63	1920000
29.68	1960000
30.25	2000000
30.95	2040000

