40000 	 0.577
80000 	 1.142
120000 	 1.713
160000 	 2.318
200000 	 2.858
240000 	 3.447
280000 	 3.991
320000 	 4.574
360000 	 5.141
400000 	 5.705
440000 	 6.268
480000 	 6.844
520000 	 7.453
560000 	 7.998
600000 	 8.544
640000 	 9.170
680000 	 9.680
720000 	 10.301
760000 	 10.853
800000 	 11.410
840000 	 12.045
880000 	 12.567
920000 	 13.158
960000 	 13.736
1000000 	 14.258
1040000 	 14.866
1080000 	 15.416
1120000 	 16.006
1160000 	 16.536
1200000 	 17.181
1240000 	 17.681
1280000 	 18.240
1320000 	 18.845
1360000 	 19.427
1400000 	 19.963
1440000 	 20.532
1480000 	 21.103
1520000 	 21.783
1560000 	 22.273
1600000 	 22.855
1640000 	 23.462
1680000 	 23.997
1720000 	 24.570
1760000 	 25.152
1800000 	 25.826
1840000 	 26.194
1880000 	 26.810
1920000 	 27.404
1960000 	 28.008
2000000 	 28.468
2040000 	 29.084
