1	-2.890340014	5.880554378e-05
40	-2.890340014	0.0001806366414
79	-2.890339993	0.0002025375937
118	-2.890340015	0.0002133759321
157	-2.890339976	0.0002202218809
196	-2.890339589	0.0002243397243
235	-2.890339731	0.0002281948886
274	-2.890339588	0.0002307943909
313	-2.890339747	0.0002324852764
352	-2.890339589	0.0002339996063
391	-2.890339576	0.000235150446
430	-2.890339588	0.0002364163749
469	-2.890338904	0.0002372618549
508	-2.890339727	0.0002380901007
547	-2.890339721	0.000239299461
586	-2.890339858	0.0002397614205
625	-2.890340014	0.0002403799258
664	-2.890339162	0.0002400043192
703	-2.890340022	0.0002406821075
742	-2.890339876	0.0002413465932
781	-2.890339807	0.0002410172104
820	-2.890338903	0.0002415536314
859	-2.890339024	0.0002425638585
898	-2.890338909	0.0002427279823
937	-2.890338906	0.0002427609598
976	-2.890338985	0.0002425821484
1015	-2.89033894	0.0002426200641
1054	-2.890338816	0.0002424731846
1093	-2.890338943	0.000243250712
1132	-2.890338987	0.00024362053
1171	-2.890339254	0.0002427918634
1210	-2.890339453	0.0002434322297
1249	-2.890338993	0.0002432966153
1288	-2.890340009	0.000244033957
1327	-2.890339927	0.0002444214751
1366	-2.890338995	0.0002447491398
1405	-2.890339614	0.0002443033707
1444	-2.890339833	0.0002445881955
1483	-2.890338989	0.000245517367
1522	-2.890339407	0.000244946612
1561	-2.890339089	0.0002450838228
1600	-2.890340014	0.0002444608284
1639	-2.890339803	0.0002449935247
1678	-2.890339461	0.0002455966049
1717	-2.890338986	0.000244636527
1756	-2.890339711	0.0002443562976
1795	-2.890339833	0.0002446837298
1834	-2.890338955	0.0002457503393
1873	-2.890339842	0.0002452915677
1912	-2.89033919	0.0002458105103
1951	-2.890339002	0.0002437637798
1990	-2.890339283	0.000245192111
2029	-2.890339876	0.0002451112181
2068	-2.890338902	0.0002448857424
2107	-2.890338803	0.0002446173627
2146	-2.890338791	0.0002448092523
2185	-2.890339543	0.0002447891719
2224	-2.890339445	0.0002465307415
2263	-2.890339638	0.0002449962019
2302	-2.890338939	0.0002461576997
2341	-2.890339407	0.0002448864952
2380	-2.890339659	0.0002453980368
2419	-2.890339162	0.000245849072
2458	-2.890339212	0.0002467968739
2497	-2.890338928	0.0002453965172
