1000	//no_of_walkers
1000	//desired_walkers
2000	//max_walkers
2	//particles
3	//dimensions
400	//steps
100	//termalization
2.5	//step_length
42	//idum
1e-2	//tau
.5	//D
-2.89	//e_trial,E_T=-.5 hartree
2	//number of variational parameters
1.84 	//alpha 1.84
.35	//beta .35
