186
0 1 3 0 1 3 0 1 3 0 1 3 -2 0    -2.424221
0 1 3 0 1 3 0 1 1 0 1 1 -2 0    -4.372223
0 1 3 0 1 3 0 2 5 0 2 5 -2 0    2.132783
0 1 3 0 1 3 0 2 3 0 2 3 -2 0    1.850417
0 1 3 0 1 3 1 0 1 1 0 1 -2 0    -0.512375
0 1 3 0 1 3 0 3 7 0 3 7 -2 0    -0.899907
0 1 1 0 1 1 0 1 1 0 1 1 -2 0    0.266087
0 1 1 0 1 1 0 2 5 0 2 5 -2 0    1.351706
0 1 1 0 1 1 0 2 3 0 2 3 -2 0    0.397080
0 1 1 0 1 1 1 0 1 1 0 1 -2 0    0.031602
0 1 1 0 1 1 0 3 7 0 3 7 -2 0    -0.567868
0 2 5 0 2 5 0 2 5 0 2 5 -2 0    -1.265944
0 2 5 0 2 5 0 2 3 0 2 3 -2 0    -2.877747
0 2 5 0 2 5 1 0 1 1 0 1 -2 0    -1.098711
0 2 5 0 2 5 0 3 7 0 3 7 -2 0    0.242010
0 2 3 0 2 3 0 2 3 0 2 3 -2 0    0.175791
0 2 3 0 2 3 1 0 1 1 0 1 -2 0    -0.496999
0 2 3 0 2 3 0 3 7 0 3 7 -2 0    1.803723
1 0 1 1 0 1 1 0 1 1 0 1 -2 0    -1.890573
1 0 1 1 0 1 0 3 7 0 3 7 -2 0    1.262172
0 3 7 0 3 7 0 3 7 0 3 7 -2 0    -0.943643
0 1 3 0 1 1 0 1 3 0 1 1 -2 2    1.905250
0 1 3 0 1 1 0 2 5 0 2 3 -2 2    0.788282
0 1 3 0 1 1 0 2 3 1 0 1 -2 2    0.304733
0 2 5 0 2 3 0 2 5 0 2 3 -2 2    -0.163238
0 2 5 0 2 3 0 2 3 1 0 1 -2 2    -0.058730
0 2 3 1 0 1 0 2 3 1 0 1 -2 2    0.505110
0 1 3 0 1 3 0 1 3 0 1 3 -2 4    0.067446
0 1 3 0 1 3 0 1 3 0 1 1 -2 4    -2.242602
0 1 3 0 1 3 0 1 3 0 3 7 -2 4    0.708069
0 1 3 0 1 3 0 2 5 0 2 5 -2 4    1.638043
0 1 3 0 1 3 0 2 5 0 2 3 -2 4    -0.554642
0 1 3 0 1 3 0 2 5 1 0 1 -2 4    -0.015337
0 1 3 0 1 3 0 2 3 0 2 3 -2 4    0.325650
0 1 3 0 1 3 0 2 3 1 0 1 -2 4    0.316696
0 1 3 0 1 3 0 3 7 0 3 7 -2 4    -0.826768
0 1 3 0 1 1 0 1 3 0 1 1 -2 4    -0.922355
0 1 3 0 1 1 0 1 3 0 3 7 -2 4    1.943333
0 1 3 0 1 1 0 2 5 0 2 5 -2 4    0.299106
0 1 3 0 1 1 0 2 5 0 2 3 -2 4    0.744052
0 1 3 0 1 1 0 2 5 1 0 1 -2 4    -1.151534
0 1 3 0 1 1 0 2 3 0 2 3 -2 4    0.786030
0 1 3 0 1 1 0 2 3 1 0 1 -2 4    -0.328853
0 1 3 0 1 1 0 3 7 0 3 7 -2 4    -0.111701
0 1 3 0 3 7 0 1 3 0 3 7 -2 4    -0.898800
0 1 3 0 3 7 0 2 5 0 2 5 -2 4    -0.922796
0 1 3 0 3 7 0 2 5 0 2 3 -2 4    -1.618611
0 1 3 0 3 7 0 2 5 1 0 1 -2 4    -1.844531
0 1 3 0 3 7 0 2 3 0 2 3 -2 4    -1.023470
0 1 3 0 3 7 0 2 3 1 0 1 -2 4    0.904786
0 1 3 0 3 7 0 3 7 0 3 7 -2 4    0.224441
0 2 5 0 2 5 0 2 5 0 2 5 -2 4    -0.585516
0 2 5 0 2 5 0 2 5 0 2 3 -2 4    -0.057731
0 2 5 0 2 5 0 2 5 1 0 1 -2 4    -0.687683
0 2 5 0 2 5 0 2 3 0 2 3 -2 4    -0.724773
0 2 5 0 2 5 0 2 3 1 0 1 -2 4    0.868076
0 2 5 0 2 5 0 3 7 0 3 7 -2 4    0.273101
0 2 5 0 2 3 0 2 5 0 2 3 -2 4    -0.091538
0 2 5 0 2 3 0 2 5 1 0 1 -2 4    -0.103789
0 2 5 0 2 3 0 2 3 0 2 3 -2 4    -0.762766
0 2 5 0 2 3 0 2 3 1 0 1 -2 4    0.814320
0 2 5 0 2 3 0 3 7 0 3 7 -2 4    -0.022152
0 2 5 1 0 1 0 2 5 1 0 1 -2 4    -0.946156
0 2 5 1 0 1 0 2 3 0 2 3 -2 4    -0.740019
0 2 5 1 0 1 0 2 3 1 0 1 -2 4    1.591821
0 2 5 1 0 1 0 3 7 0 3 7 -2 4    0.498059
0 2 3 0 2 3 0 2 3 0 2 3 -2 4    0.336266
0 2 3 0 2 3 0 2 3 1 0 1 -2 4    -0.005610
0 2 3 0 2 3 0 3 7 0 3 7 -2 4    0.232804
0 2 3 1 0 1 0 2 3 1 0 1 -2 4    0.026271
0 2 3 1 0 1 0 3 7 0 3 7 -2 4    -0.823646
0 3 7 0 3 7 0 3 7 0 3 7 -2 4    -0.855414
0 1 3 0 3 7 0 1 3 0 3 7 -2 6    -0.107298
0 1 3 0 3 7 0 1 1 0 3 7 -2 6    -0.723999
0 1 3 0 3 7 0 2 5 0 2 3 -2 6    1.111831
0 1 3 0 3 7 0 2 5 1 0 1 -2 6    0.596484
0 1 1 0 3 7 0 1 1 0 3 7 -2 6    -0.328676
0 1 1 0 3 7 0 2 5 0 2 3 -2 6    -1.313718
0 1 1 0 3 7 0 2 5 1 0 1 -2 6    -0.094347
0 2 5 0 2 3 0 2 5 0 2 3 -2 6    0.366397
0 2 5 0 2 3 0 2 5 1 0 1 -2 6    -0.180320
0 2 5 1 0 1 0 2 5 1 0 1 -2 6    0.620437
0 1 3 0 3 7 0 1 3 0 3 7 -2 8    0.266614
0 1 3 0 3 7 0 1 1 0 3 7 -2 8    0.810954
0 1 3 0 3 7 0 2 5 0 2 5 -2 8    -2.952078
0 1 3 0 3 7 0 2 5 0 2 3 -2 8    -1.840116
0 1 3 0 3 7 0 3 7 0 3 7 -2 8    0.793591
0 1 1 0 3 7 0 1 1 0 3 7 -2 8    -0.445282
0 1 1 0 3 7 0 2 5 0 2 5 -2 8    0.254734
0 1 1 0 3 7 0 2 5 0 2 3 -2 8    3.464889
0 1 1 0 3 7 0 3 7 0 3 7 -2 8    -0.141065
0 2 5 0 2 5 0 2 5 0 2 5 -2 8    0.340067
0 2 5 0 2 5 0 2 5 0 2 3 -2 8    -1.350788
0 2 5 0 2 5 0 3 7 0 3 7 -2 8    0.085708
0 2 5 0 2 3 0 2 5 0 2 3 -2 8    -1.469595
0 2 5 0 2 3 0 3 7 0 3 7 -2 8    0.653296
0 3 7 0 3 7 0 3 7 0 3 7 -2 8    -0.200598
0 1 3 0 3 7 0 1 3 0 3 7 -2 10    0.632362
0 3 7 0 3 7 0 3 7 0 3 7 -2 12    -0.180084
0 1 3 0 2 3 0 1 3 0 2 3 -2 0    0.763503
0 1 3 0 2 3 0 1 1 1 0 1 -2 0    -1.101454
0 1 1 1 0 1 0 1 1 1 0 1 -2 0    1.389052
0 1 3 0 2 5 0 1 3 0 2 5 -2 2    -1.741859
0 1 3 0 2 5 0 1 3 0 2 3 -2 2    -1.718045
0 1 3 0 2 5 0 1 3 1 0 1 -2 2    -1.843086
0 1 3 0 2 5 0 1 1 0 2 3 -2 2    -3.183860
0 1 3 0 2 5 0 1 1 1 0 1 -2 2    0.880654
0 1 3 0 2 5 0 2 5 0 3 7 -2 2    1.164260
0 1 3 0 2 3 0 1 3 0 2 3 -2 2    0.825988
0 1 3 0 2 3 0 1 3 1 0 1 -2 2    0.577019
0 1 3 0 2 3 0 1 1 0 2 3 -2 2    0.096298
0 1 3 0 2 3 0 1 1 1 0 1 -2 2    1.579073
0 1 3 0 2 3 0 2 5 0 3 7 -2 2    0.745532
0 1 3 1 0 1 0 1 3 1 0 1 -2 2    -1.171952
0 1 3 1 0 1 0 1 1 0 2 3 -2 2    -0.636423
0 1 3 1 0 1 0 1 1 1 0 1 -2 2    2.112846
0 1 3 1 0 1 0 2 5 0 3 7 -2 2    1.406703
0 1 1 0 2 3 0 1 1 0 2 3 -2 2    -0.358450
0 1 1 0 2 3 0 1 1 1 0 1 -2 2    0.435717
0 1 1 0 2 3 0 2 5 0 3 7 -2 2    1.460632
0 1 1 1 0 1 0 1 1 1 0 1 -2 2    0.909397
0 1 1 1 0 1 0 2 5 0 3 7 -2 2    -0.993687
0 2 5 0 3 7 0 2 5 0 3 7 -2 2    -1.360864
0 1 3 0 2 5 0 1 3 0 2 5 -2 4    0.639087
0 1 3 0 2 5 0 1 3 0 2 3 -2 4    0.996305
0 1 3 0 2 5 0 1 3 1 0 1 -2 4    0.242162
0 1 3 0 2 5 0 1 1 0 2 5 -2 4    -0.427976
0 1 3 0 2 5 0 1 1 0 2 3 -2 4    -0.379640
0 1 3 0 2 5 0 2 5 0 3 7 -2 4    0.608375
0 1 3 0 2 5 0 2 3 0 3 7 -2 4    0.464165
0 1 3 0 2 3 0 1 3 0 2 3 -2 4    0.663671
0 1 3 0 2 3 0 1 3 1 0 1 -2 4    -0.087764
0 1 3 0 2 3 0 1 1 0 2 5 -2 4    -0.653081
0 1 3 0 2 3 0 1 1 0 2 3 -2 4    -1.475718
0 1 3 0 2 3 0 2 5 0 3 7 -2 4    -0.684843
0 1 3 0 2 3 0 2 3 0 3 7 -2 4    0.273526
0 1 3 1 0 1 0 1 3 1 0 1 -2 4    0.810273
0 1 3 1 0 1 0 1 1 0 2 5 -2 4    -0.977755
0 1 3 1 0 1 0 1 1 0 2 3 -2 4    -0.251009
0 1 3 1 0 1 0 2 5 0 3 7 -2 4    -0.242080
0 1 3 1 0 1 0 2 3 0 3 7 -2 4    0.526129
0 1 1 0 2 5 0 1 1 0 2 5 -2 4    0.024230
0 1 1 0 2 5 0 1 1 0 2 3 -2 4    0.429650
0 1 1 0 2 5 0 2 5 0 3 7 -2 4    0.317287
0 1 1 0 2 5 0 2 3 0 3 7 -2 4    0.332956
0 1 1 0 2 3 0 1 1 0 2 3 -2 4    2.813650
0 1 1 0 2 3 0 2 5 0 3 7 -2 4    -0.322319
0 1 1 0 2 3 0 2 3 0 3 7 -2 4    -0.249357
