326
0 1 3 0 1 3 0 1 3 0 1 3 0 0    -3.254229
0 1 3 0 1 3 0 1 1 0 1 1 0 0    -4.611882
0 1 3 0 1 3 0 2 5 0 2 5 0 0    2.316587
0 1 3 0 1 3 0 2 3 0 2 3 0 0    1.908517
0 1 3 0 1 3 1 0 1 1 0 1 0 0    -0.409179
0 1 1 0 1 1 0 1 1 0 1 1 0 0    -0.480933
0 1 1 0 1 1 0 2 5 0 2 5 0 0    1.308247
0 1 1 0 1 1 0 2 3 0 2 3 0 0    0.523509
0 1 1 0 1 1 1 0 1 1 0 1 0 0    0.114275
0 2 5 0 2 5 0 2 5 0 2 5 0 0    -1.900902
0 2 5 0 2 5 0 2 3 0 2 3 0 0    -3.079368
0 2 5 0 2 5 1 0 1 1 0 1 0 0    -1.253740
0 2 3 0 2 3 0 2 3 0 2 3 0 0    -0.528320
0 2 3 0 2 3 1 0 1 1 0 1 0 0    -0.643052
1 0 1 1 0 1 1 0 1 1 0 1 0 0    -2.516161
0 1 3 0 1 3 0 1 3 0 1 3 0 2    -2.662392
0 1 3 0 1 3 0 1 3 0 1 1 0 2    3.920820
0 1 3 0 1 3 0 1 1 0 1 3 0 2    -3.919137
0 1 3 0 1 3 0 1 1 0 1 1 0 2    3.288289
0 1 3 0 1 3 0 2 5 0 2 5 0 2    1.754744
0 1 3 0 1 3 0 2 5 0 2 3 0 2    -1.767687
0 1 3 0 1 3 0 2 3 0 2 5 0 2    1.767076
0 1 3 0 1 3 0 2 3 0 2 3 0 2    -0.207284
0 1 3 0 1 3 0 2 3 1 0 1 0 2    0.418668
0 1 3 0 1 3 1 0 1 0 2 3 0 2    -0.427598
0 1 3 0 1 3 1 0 1 1 0 1 0 2    -0.230008
0 1 3 0 1 1 0 1 3 0 1 1 0 2    -3.221999
0 1 3 0 1 1 0 1 1 0 1 3 0 2    4.637998
0 1 3 0 1 1 0 1 1 0 1 1 0 2    1.811655
0 1 3 0 1 1 0 2 5 0 2 5 0 2    -0.874879
0 1 3 0 1 1 0 2 5 0 2 3 0 2    2.329480
0 1 3 0 1 1 0 2 3 0 2 5 0 2    -1.389714
0 1 3 0 1 1 0 2 3 0 2 3 0 2    -0.468473
0 1 3 0 1 1 0 2 3 1 0 1 0 2    -0.757819
0 1 3 0 1 1 1 0 1 0 2 3 0 2    1.063644
0 1 3 0 1 1 1 0 1 1 0 1 0 2    -0.535882
0 1 1 0 1 3 0 1 1 0 1 3 0 2    -3.200692
0 1 1 0 1 3 0 1 1 0 1 1 0 2    -1.808492
0 1 1 0 1 3 0 2 5 0 2 5 0 2    0.871391
0 1 1 0 1 3 0 2 5 0 2 3 0 2    -1.386755
0 1 1 0 1 3 0 2 3 0 2 5 0 2    2.325466
0 1 1 0 1 3 0 2 3 0 2 3 0 2    0.480042
0 1 1 0 1 3 0 2 3 1 0 1 0 2    1.063168
0 1 1 0 1 3 1 0 1 0 2 3 0 2    -0.739608
0 1 1 0 1 3 1 0 1 1 0 1 0 2    0.526183
0 1 1 0 1 1 0 1 1 0 1 1 0 2    -4.935059
0 1 1 0 1 1 0 2 5 0 2 5 0 2    -0.896381
0 1 1 0 1 1 0 2 5 0 2 3 0 2    -0.228081
0 1 1 0 1 1 0 2 3 0 2 5 0 2    0.226688
0 1 1 0 1 1 0 2 3 0 2 3 0 2    0.307994
0 1 1 0 1 1 0 2 3 1 0 1 0 2    0.404061
0 1 1 0 1 1 1 0 1 0 2 3 0 2    -0.385150
0 1 1 0 1 1 1 0 1 1 0 1 0 2    1.010664
0 2 5 0 2 5 0 2 5 0 2 5 0 2    -1.219786
0 2 5 0 2 5 0 2 5 0 2 3 0 2    2.068836
0 2 5 0 2 5 0 2 3 0 2 5 0 2    -2.070253
0 2 5 0 2 5 0 2 3 0 2 3 0 2    2.550046
0 2 5 0 2 5 0 2 3 1 0 1 0 2    0.584326
0 2 5 0 2 5 1 0 1 0 2 3 0 2    -0.583206
0 2 5 0 2 5 1 0 1 1 0 1 0 2    -0.959939
0 2 5 0 2 3 0 2 5 0 2 3 0 2    -3.139140
0 2 5 0 2 3 0 2 3 0 2 5 0 2    2.601357
0 2 5 0 2 3 0 2 3 0 2 3 0 2    0.143374
0 2 5 0 2 3 0 2 3 1 0 1 0 2    0.924808
0 2 5 0 2 3 1 0 1 0 2 3 0 2    -0.980063
0 2 5 0 2 3 1 0 1 1 0 1 0 2    1.540549
0 2 3 0 2 5 0 2 3 0 2 5 0 2    -3.134556
0 2 3 0 2 5 0 2 3 0 2 3 0 2    -0.144373
0 2 3 0 2 5 0 2 3 1 0 1 0 2    -0.976727
0 2 3 0 2 5 1 0 1 0 2 3 0 2    0.923683
0 2 3 0 2 5 1 0 1 1 0 1 0 2    -1.537922
0 2 3 0 2 3 0 2 3 0 2 3 0 2    -1.350553
0 2 3 0 2 3 0 2 3 1 0 1 0 2    -1.163989
0 2 3 0 2 3 1 0 1 0 2 3 0 2    1.163804
0 2 3 0 2 3 1 0 1 1 0 1 0 2    0.053118
0 2 3 1 0 1 0 2 3 1 0 1 0 2    -2.969620
0 2 3 1 0 1 1 0 1 0 2 3 0 2    3.092429
0 2 3 1 0 1 1 0 1 1 0 1 0 2    0.073538
1 0 1 0 2 3 1 0 1 0 2 3 0 2    -2.989596
1 0 1 0 2 3 1 0 1 1 0 1 0 2    -0.076182
1 0 1 1 0 1 1 0 1 1 0 1 0 2    -4.331256
0 1 3 0 1 3 0 1 3 0 1 3 0 4    -0.558934
0 1 3 0 1 3 0 1 3 0 1 1 0 4    -1.735017
0 1 3 0 1 3 0 1 1 0 1 3 0 4    1.729310
0 1 3 0 1 3 0 2 5 0 2 5 0 4    1.726092
0 1 3 0 1 3 0 2 5 0 2 3 0 4    -0.405427
0 1 3 0 1 3 0 2 5 1 0 1 0 4    0.089483
0 1 3 0 1 3 0 2 3 0 2 5 0 4    0.401251
0 1 3 0 1 3 0 2 3 0 2 3 0 4    0.393443
0 1 3 0 1 3 0 2 3 1 0 1 0 4    0.155466
0 1 3 0 1 3 1 0 1 0 2 5 0 4    0.077217
0 1 3 0 1 3 1 0 1 0 2 3 0 4    -0.161500
0 1 3 0 1 1 0 1 3 0 1 1 0 4    -4.769461
0 1 3 0 1 1 0 1 1 0 1 3 0 4    -2.984168
0 1 3 0 1 1 0 2 5 0 2 5 0 4    0.249233
0 1 3 0 1 1 0 2 5 0 2 3 0 4    1.726093
0 1 3 0 1 1 0 2 5 1 0 1 0 4    -0.832556
0 1 3 0 1 1 0 2 3 0 2 5 0 4    0.759120
0 1 3 0 1 1 0 2 3 0 2 3 0 4    0.646299
0 1 3 0 1 1 0 2 3 1 0 1 0 4    -0.207659
0 1 3 0 1 1 1 0 1 0 2 5 0 4    -0.054818
0 1 3 0 1 1 1 0 1 0 2 3 0 4    0.227347
0 1 1 0 1 3 0 1 1 0 1 3 0 4    -4.748271
0 1 1 0 1 3 0 2 5 0 2 5 0 4    -0.248464
0 1 1 0 1 3 0 2 5 0 2 3 0 4    0.757537
