# dt=0.1, beta=0.1, alpha=1.6785, Optimization -O2
0.28	10000
0.35	15000
0.46	20000
0.56	25000
0.7	30000
0.79	35000
0.9	40000
1.02	45000
1.14	50000
1.25	55000
1.37	60000
1.47	65000
1.59	70000
1.7	75000
1.83	80000
1.93	85000
2.05	90000
2.18	95000
2.27	100000
2.41	105000
2.51	110000

