#Execution time for plain C++ using 1 variation, beta = 0.1, step = 0.1
0.26	10000
0.41	15000
0.52	20000
0.66	25000
0.73	30000
0.86	35000
0.98	40000
1.15	45000
1.22	50000
1.35	55000
1.46	60000
1.59	65000
1.72	70000
1.88	75000
1.95	80000
2.07	85000
2.21	90000
2.31	95000
2.44	100000
2.59	105000

